Category,Module_Name,File_Name,Role,File_Size_Bytes,Standardized_Path,Original_Source_Path
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,dau chup den - Copy_MIR6_MIR.ipt,Part,238080,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\dau chup den - Copy_MIR6_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\dau chup den - Copy_MIR6_MIR.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,dau chup den - Copy_MIR7.ipt,Part,223232,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\dau chup den - Copy_MIR7.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\dau chup den - Copy_MIR7.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,DEN DO.ipt,Part,129024,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\DEN DO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\DEN DO.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,DEN UV 55W_MIR4_MIR.ipt,Part,120832,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\DEN UV 55W_MIR4_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\DEN UV 55W_MIR4_MIR.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,DEN UV 55W_MIR5_MIR.ipt,Part,120320,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\DEN UV 55W_MIR5_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\DEN UV 55W_MIR5_MIR.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,DEN UV 55W_MIR6_MIR.ipt,Part,120320,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\DEN UV 55W_MIR6_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\DEN UV 55W_MIR6_MIR.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,DEN UV 55W_MIR7.ipt,Part,118272,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\DEN UV 55W_MIR7.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\DEN UV 55W_MIR7.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,DEN UV SS440W.ipt,Part,747008,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\DEN UV SS440W.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\DEN UV SS440W.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,DEN XANH.ipt,Part,129536,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\DEN XANH.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\DEN XANH.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,Industrial_UV_Sterilizer_440W_DN80.iam,Main Assembly,389120,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\Industrial_UV_Sterilizer_440W_DN80.iam,Origin Created in Module
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,LAP BONG UV_MIR4_MIR.iam,Assembly,113664,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\LAP BONG UV_MIR4_MIR.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\LAP BONG UV_MIR4_MIR.iam
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,LAP BONG UV_MIR5_MIR.iam,Assembly,113664,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\LAP BONG UV_MIR5_MIR.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\LAP BONG UV_MIR5_MIR.iam
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,LAP BONG UV_MIR6_MIR.iam,Assembly,113664,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\LAP BONG UV_MIR6_MIR.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\LAP BONG UV_MIR6_MIR.iam
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,LAP BONG UV_MIR7.iam,Assembly,112640,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\LAP BONG UV_MIR7.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\LAP BONG UV_MIR7.iam
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,LAP UV SS440W - Copy.iam,Assembly,389120,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\LAP UV SS440W - Copy.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\SS 440W\LAP UV SS440W - Copy.iam
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,nap timer.ipt,Part,98816,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\nap timer.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\tan tan loc\Workgroups\NotInProject\nap timer.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,ONG THACH ANH_MIR4_MIR.ipt,Part,89600,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\ONG THACH ANH_MIR4_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\ONG THACH ANH_MIR4_MIR.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,ONG THACH ANH_MIR5_MIR.ipt,Part,90112,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\ONG THACH ANH_MIR5_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\ONG THACH ANH_MIR5_MIR.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,ONG THACH ANH_MIR6_MIR.ipt,Part,89600,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\ONG THACH ANH_MIR6_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\ONG THACH ANH_MIR6_MIR.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,ONG THACH ANH_MIR7.ipt,Part,81920,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\ONG THACH ANH_MIR7.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\den uv\AQUAPRO\ONG THACH ANH_MIR7.ipt
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,timer.iam,Assembly,127488,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\timer.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\MAY OZON\timer\timer.iam
07_Disinfection_and_Water_Conditioning,Industrial_UV_Sterilizer_440W_DN80,timer.ipt,Part,322048,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Industrial_UV_Sterilizer_440W_DN80\timer.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\thiet bi dien\timer.ipt
07_Disinfection_and_Water_Conditioning,Magnetic_Water_Descaler_Conditioner,Magnetic_Water_Descaler_Conditioner.ipt,Part,693248,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Magnetic_Water_Descaler_Conditioner\Magnetic_Water_Descaler_Conditioner.ipt,Origin Created in Module
07_Disinfection_and_Water_Conditioning,Mini_Inline_UV_Water_Sterilizer,Mini_Inline_UV_Water_Sterilizer.ipt,Part,463360,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Mini_Inline_UV_Water_Sterilizer\Mini_Inline_UV_Water_Sterilizer.ipt,Origin Created in Module
07_Disinfection_and_Water_Conditioning,Plastic_Venturi_Chemical_Ejector_DN25,Plastic_Venturi_Chemical_Ejector_DN25.ipt,Part,519168,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Plastic_Venturi_Chemical_Ejector_DN25\Plastic_Venturi_Chemical_Ejector_DN25.ipt,Origin Created in Module
07_Disinfection_and_Water_Conditioning,Submersible_UV_Pond_Clarifier_100W,Submersible_UV_Pond_Clarifier_100W.ipt,Part,450048,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Submersible_UV_Pond_Clarifier_100W\Submersible_UV_Pond_Clarifier_100W.ipt,Origin Created in Module
07_Disinfection_and_Water_Conditioning,Submersible_UV_Pond_Clarifier_55W,Submersible_UV_Pond_Clarifier_55W.ipt,Part,449024,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Submersible_UV_Pond_Clarifier_55W\Submersible_UV_Pond_Clarifier_55W.ipt,Origin Created in Module
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,CUM.ipt,Part,207360,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\CUM.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\CUM.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,CUM_MIR1.ipt,Part,194048,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\CUM_MIR1.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\CUM_MIR1.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,dau chup den.ipt,Part,228352,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\dau chup den.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\1 COT 1PHIN- BOM\Workgroups\NotInProject\dau chup den.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,DEN UV 55W.ipt,Part,154624,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\DEN UV 55W.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\1 COT 1PHIN- BOM\Workgroups\NotInProject\DEN UV 55W.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,NAP 1.ipt,Part,172544,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\NAP 1.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\1 COT 1PHIN- BOM\Workgroups\NotInProject\NAP 1.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,ONG THACH ANH.ipt,Part,99840,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\ONG THACH ANH.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\1 COT 1PHIN- BOM\Workgroups\NotInProject\ONG THACH ANH.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,racco 27.ipt,Part,353792,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\racco 27.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\racco 27.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,ren trong 27.ipt,Part,239616,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\ren trong 27.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\ren trong 27.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,ren trong 27_MIR1.ipt,Part,217088,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\ren trong 27_MIR1.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\ren trong 27_MIR1.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,RON UV.ipt,Part,131072,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\RON UV.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\1 COT 1PHIN- BOM\Workgroups\NotInProject\RON UV.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,UV 55W.iam,Assembly,454656,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\UV 55W.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\UV 55W.iam
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,UV55W-RT27.iam,Assembly,409088,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\UV55W-RT27.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\01 TO REVIT\UV55W-RT27.iam
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,UV_Sterilizer_System_55W_SUS304_DN25.iam,Main Assembly,409088,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\UV_Sterilizer_System_55W_SUS304_DN25.iam,Origin Created in Module
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25,VO UV AQUAPRO 55W.ipt,Part,236544,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25\VO UV AQUAPRO 55W.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\1 COT 1PHIN- BOM\Workgroups\NotInProject\VO UV AQUAPRO 55W.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,CUM_MIR1_MIR.ipt,Part,194048,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\CUM_MIR1_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\CUM_MIR1_MIR.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,CUM_MIR2.ipt,Part,189952,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\CUM_MIR2.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\CUM_MIR2.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,dau chup den_MIR.ipt,Part,210944,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\dau chup den_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\dau chup den_MIR.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,DEN UV 55W_MIR.ipt,Part,115712,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\DEN UV 55W_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\DEN UV 55W_MIR.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,NAP 1_MIR.ipt,Part,239616,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\NAP 1_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\NAP 1_MIR.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,ONG THACH ANH_MIR.ipt,Part,77824,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\ONG THACH ANH_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\ONG THACH ANH_MIR.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,ren trong 27_MIR1_MIR.ipt,Part,205824,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\ren trong 27_MIR1_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\ren trong 27_MIR1_MIR.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,ren trong 27_MIR2.ipt,Part,204288,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\ren trong 27_MIR2.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\ren trong 27_MIR2.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,RON UV_MIR.ipt,Part,118784,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\RON UV_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\RON UV_MIR.ipt
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,UV 55W_MIR.iam,Assembly,229376,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\UV 55W_MIR.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\UV 55W_MIR.iam
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,UV55W-RT27_MIR.iam,Assembly,192512,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\UV55W-RT27_MIR.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\01 TO REVIT\UV55W-RT27_MIR.iam
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored.iam,Main Assembly,192512,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored.iam,Origin Created in Module
07_Disinfection_and_Water_Conditioning,UV_Sterilizer_System_55W_SUS304_DN25_Mirrored,VO UV AQUAPRO 55W_MIR.ipt,Part,167936,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\UV_Sterilizer_System_55W_SUS304_DN25_Mirrored\VO UV AQUAPRO 55W_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\2m3 xuong chao\VO UV AQUAPRO 55W_MIR.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,de vi.ipt,Part,118272,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\de vi.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\hop\de vi.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,ISO 4032 - M4 - ISO.ipt,Part,162304,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\ISO 4032 - M4 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\tan tan loc\Libraries\Content Center Files\en-US\ISO 4032(2)\ISO 4032 - M4 - ISO.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,lap hop phun suong.iam,Assembly,559616,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\lap hop phun suong.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\hop\lap hop phun suong.iam
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,lap hop.iam,Assembly,232960,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\lap hop.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\hop\lap hop.iam
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,NAP QUAT 1.ipt,Part,404992,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\NAP QUAT 1.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\thiet bi dien\NAP QUAT 1.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,nap tren.ipt,Part,109056,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\nap tren.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\hop\nap tren.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,phao co nho.ipt,Part,386560,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\phao co nho.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\phao co nho.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,quat hut.ipt,Part,502272,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\quat hut.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\MAY OZON\quat hut.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,tam day.ipt,Part,151040,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\tam day.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\hop\tam day.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,tam hong dai.ipt,Part,173568,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\tam hong dai.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\hop\tam hong dai.ipt
07_Disinfection_and_Water_Conditioning,Ultrasonic_Humidifier_Box_20Head,tam hong dai_MIR.ipt,Part,154624,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\07_Disinfection_and_Water_Conditioning\Ultrasonic_Humidifier_Box_20Head\tam hong dai_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\phun suong\hop\tam hong dai_MIR.ipt
