Category,Module_Name,File_Name,Role,File_Size_Bytes,Standardized_Path,Original_Source_Path
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Flanged,MAT BICH nhua 76_MIR.ipt,Part,346112,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Flanged\MAT BICH nhua 76_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\MAT BICH nhua 76_MIR.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Flanged,TAY VAN BUOM_MIR.ipt,Part,157184,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Flanged\TAY VAN BUOM_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\TAY VAN BUOM_MIR.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Flanged,than van 76_MIR.ipt,Part,161280,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Flanged\than van 76_MIR.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\than van 76_MIR.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Flanged,van buom 76_MIR.iam,Assembly,273408,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Flanged\van buom 76_MIR.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van buom 76_MIR.iam
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Wafer,Lever_Butterfly_Valve_DN65_Wafer.iam,Main Assembly,116736,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Wafer\Lever_Butterfly_Valve_DN65_Wafer.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 76\Lever_Butterfly_Valve_DN65_Wafer.iam
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Wafer,TAY VAN BUOM.ipt,Part,168960,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Wafer\TAY VAN BUOM.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\TAY VAN BUOM.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Wafer,than van 76.ipt,Part,166912,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Wafer\than van 76.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\001 NUOC THAI\6M3 LONG HAU\than van 76.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN65_Wafer,van buom 76.iam,Assembly,116736,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN65_Wafer\van buom 76.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 76\van buom 76.iam
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4017 - M12 x 25DIN EN A2-70 (ST_STL).ipt,Part,193024,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4017 - M12 x 25DIN EN A2-70 (ST_STL).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\RO CONTAINER\ISO CONTAINER - 1AAA  - (HICUBE) 40' (12m)\ISO 4017 - M12 x 25DIN EN A2-70 (ST_STL).ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4017 - M16 x 100 - ISO.ipt,Part,190464,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4017 - M16 x 100 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4017(1)\ISO 4017 - M16 x 100 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4017 - M16 x 60 - ISO.ipt,Part,192512,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4017 - M16 x 60 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4017(1)\ISO 4017 - M16 x 60 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4032 - M12DIN EN A2-70 (ST_STL).ipt,Part,163840,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4032 - M12DIN EN A2-70 (ST_STL).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\RO CONTAINER\ISO CONTAINER - 1AAA  - (HICUBE) 40' (12m)\ISO 4032 - M12DIN EN A2-70 (ST_STL).ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4032 - M14 - ISO.ipt,Part,163840,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4032 - M14 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4032(2)\ISO 4032 - M14 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4032 - M16 - ISO.ipt,Part,164352,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4032 - M16 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4032(2)\ISO 4032 - M16 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4032 - M4 - ISO.ipt,Part,162304,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4032 - M4 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\tan tan loc\Libraries\Content Center Files\en-US\ISO 4032(2)\ISO 4032 - M4 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 4032 - M6 - ISO.ipt,Part,165888,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 4032 - M6 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\ISO 4032 - M6 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 7089 - 12 - 140 HV(1).ipt,Part,106496,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 7089 - 12 - 140 HV(1).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 7089\ISO 7089 - 12 - 140 HV(1).ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 7089 - 16 - 140 HV(1).ipt,Part,106496,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 7089 - 16 - 140 HV(1).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 7089\ISO 7089 - 16 - 140 HV(1).ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 7089 - 8 - 140 HV(1).ipt,Part,106496,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 7089 - 8 - 140 HV(1).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 7089\ISO 7089 - 8 - 140 HV(1).ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 7092 - ST 14 - 140 HV.ipt,Part,107520,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 7092 - ST 14 - 140 HV.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\ISO 7092 - ST 14 - 140 HV.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8673 - M14 x 1.5ISO.ipt,Part,164352,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8673 - M14 x 1.5ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\ISO 8673 - M14 x 1.5ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M10 x 1 x 30 - ISO.ipt,Part,192512,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M10 x 1 x 30 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\THUNG SIEU LOC\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M10 x 1 x 30 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M10 x 1 x 55 - ISO.ipt,Part,190464,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M10 x 1 x 55 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\HE SIEU LOC\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M10 x 1 x 55 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M10 x 1 x 60 - ISO.ipt,Part,189952,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M10 x 1 x 60 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\tan tan loc\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M10 x 1 x 60 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M10 x 1 x 80 - ISO.ipt,Part,188928,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M10 x 1 x 80 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\tan tan loc\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M10 x 1 x 80 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,"ISO 8676 - M14 x 1,5 x 130 - ISO.ipt",Part,193024,"D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M14 x 1,5 x 130 - ISO.ipt","D:\Autodesk\Inventor 2025\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M14 x 1,5 x 130 - ISO.ipt"
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M16 x 1.5 x 100 - ISO.ipt,Part,189952,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M16 x 1.5 x 100 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M16 x 1.5 x 100 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M16 x 1.5 x 90 - ISO.ipt,Part,190464,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M16 x 1.5 x 90 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M16 x 1.5 x 90 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M8 x 1 x 45 - ISO.ipt,Part,190464,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M8 x 1 x 45 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\nano bubble\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M8 x 1 x 45 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M8 x 1 x 50 - ISO.ipt,Part,189952,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M8 x 1 x 50 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\LOC TONG LAP RAP\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M8 x 1 x 50 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,ISO 8676 - M8 x 1 x 55 - ISO.ipt,Part,189952,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\ISO 8676 - M8 x 1 x 55 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\tan tan loc\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M8 x 1 x 55 - ISO.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,lap mat bich van tay 90_Simplify_1.ipt,Part,580608,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\lap mat bich van tay 90_Simplify_1.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\bon frp 4272\lap mat bich van tay 90_Simplify_1.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,Lever_Butterfly_Valve_DN80_Flanged.iam,Main Assembly,381952,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\Lever_Butterfly_Valve_DN80_Flanged.iam,Origin Created in Module
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,MAT BICH nhua 90.ipt,Part,203776,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\MAT BICH nhua 90.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\MAT BICH nhua 90.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,TAY VAN BUOM.ipt,Part,166400,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\TAY VAN BUOM.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 90\TAY VAN BUOM.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,than van 90.ipt,Part,174592,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\than van 90.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 90\than van 90.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Flanged,VAN BUOM 90 MO.iam,Assembly,287232,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Flanged\VAN BUOM 90 MO.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 90\VAN BUOM 90 MO.iam
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Wafer,Lever_Butterfly_Valve_DN80_Wafer.iam,Main Assembly,288768,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Wafer\Lever_Butterfly_Valve_DN80_Wafer.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 90\Lever_Butterfly_Valve_DN80_Wafer.iam
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Wafer,TAY VAN BUOM.ipt,Part,166400,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Wafer\TAY VAN BUOM.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 90\TAY VAN BUOM.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Wafer,than van 90.ipt,Part,174592,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Wafer\than van 90.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 90\than van 90.ipt
04_Valves_and_Actuators,Lever_Butterfly_Valve_DN80_Wafer,VAN BUOM 90 DONG.iam,Assembly,288768,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Lever_Butterfly_Valve_DN80_Wafer\VAN BUOM 90 DONG.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 90\VAN BUOM 90 DONG.iam
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65,Motorized_Butterfly_Valve_DN65.iam,Main Assembly,137728,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65\Motorized_Butterfly_Valve_DN65.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 76\Motorized_Butterfly_Valve_DN65.iam
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65,than van 76.ipt,Part,166912,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65\than van 76.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\001 NUOC THAI\6M3 LONG HAU\than van 76.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65,VAN DIEN 76.iam,Assembly,137728,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65\VAN DIEN 76.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 76\VAN DIEN 76.iam
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65,đau dien kosaplus KE005.ipt,Part,268288,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65\đau dien kosaplus KE005.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\van\van buom dien 76\đau dien kosaplus KE005.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,Bolted Connection1.iam,Assembly,167424,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\Bolted Connection1.iam,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Workgroups\NotInProject\LAP DAT BON 1\Design Accelerator\Bolted Connection1.iam
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4017 - M12 x 25DIN EN A2-70 (ST_STL).ipt,Part,193024,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4017 - M12 x 25DIN EN A2-70 (ST_STL).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\RO CONTAINER\ISO CONTAINER - 1AAA  - (HICUBE) 40' (12m)\ISO 4017 - M12 x 25DIN EN A2-70 (ST_STL).ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4017 - M16 x 100 - ISO.ipt,Part,190464,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4017 - M16 x 100 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4017(1)\ISO 4017 - M16 x 100 - ISO.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4017 - M16 x 60 - ISO.ipt,Part,192512,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4017 - M16 x 60 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4017(1)\ISO 4017 - M16 x 60 - ISO.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4032 - M12DIN EN A2-70 (ST_STL).ipt,Part,163840,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4032 - M12DIN EN A2-70 (ST_STL).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\RO CONTAINER\ISO CONTAINER - 1AAA  - (HICUBE) 40' (12m)\ISO 4032 - M12DIN EN A2-70 (ST_STL).ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4032 - M14 - ISO.ipt,Part,163840,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4032 - M14 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4032(2)\ISO 4032 - M14 - ISO.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4032 - M16 - ISO.ipt,Part,164352,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4032 - M16 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 4032(2)\ISO 4032 - M16 - ISO.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4032 - M4 - ISO.ipt,Part,162304,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4032 - M4 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\tan tan loc\Libraries\Content Center Files\en-US\ISO 4032(2)\ISO 4032 - M4 - ISO.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 4032 - M6 - ISO.ipt,Part,165888,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 4032 - M6 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\ISO 4032 - M6 - ISO.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 7089 - 12 - 140 HV(1).ipt,Part,106496,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 7089 - 12 - 140 HV(1).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 7089\ISO 7089 - 12 - 140 HV(1).ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 7089 - 16 - 140 HV(1).ipt,Part,106496,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 7089 - 16 - 140 HV(1).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 7089\ISO 7089 - 16 - 140 HV(1).ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 7089 - 8 - 140 HV(1).ipt,Part,106496,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 7089 - 8 - 140 HV(1).ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\XLNT toshiba\Libraries\Content Center Files\en-US\ISO 7089\ISO 7089 - 8 - 140 HV(1).ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 8676 - M10 x 1 x 30 - ISO.ipt,Part,192512,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 8676 - M10 x 1 x 30 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\THUNG SIEU LOC\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M10 x 1 x 30 - ISO.ipt
04_Valves_and_Actuators,Motorized_Butterfly_Valve_DN65_Flanged,ISO 8676 - M10 x 1 x 55 - ISO.ipt,Part,190464,D:\INVENTOR_DATA\05_STANDARD_COMPONENTS\04_Valves_and_Actuators\Motorized_Butterfly_Valve_DN65_Flanged\ISO 8676 - M10 x 1 x 55 - ISO.ipt,D:\TAN -DU AN\TOSHIBA\120\3d\BON 1\FILTER\0-LOC TONG HOP\HE SIEU LOC\Libraries\Content Center Files\en-US\ISO 8676(2)\ISO 8676 - M10 x 1 x 55 - ISO.ipt
